I1,I3,I4,I5,I6,I7,I8,I10,Durable_Solutions,DS,DS_perc
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_employment_term,I8_income_satisfaction,I10_DS_5.1.1,,964003.3373456548,0.38678714899988925
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_school_official,I7_in_employment,I8_written_lease,I10_DS_5.1.1,,667363.3317896785,0.267766251889481
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_lfs_pax,I8_written_lease,I10_DS_5.1.1,,600017.8326669651,0.24074521099207905
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_SDG_4.1.2,I7_employment_term,I8_written_lease,I10_DS_5.1.1,,968381.9423685756,0.38854397710182853
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_lfs_pax,I8_default_on_bills,I10_DS_5.1.1,,1104196.313856404,0.44303679004750957
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_school_official,I7_in_employment,I8_SDG_8.5.2,I10_DS_5.1.1,,725456.1508477292,0.2910748391011175
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_literate,I7_unsafe_job,I8_written_job_contract,I10_DS_5.1.1,,847924.3716612838,0.3402127747663536
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_employment_term,I8_written_job_contract,I10_DS_5.1.1,,1393650.886070897,0.5591746750678004
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_lfs_pax,I8_SDG_8.5.2,I10_DS_5.1.1,,639356.4384469254,0.2565290434600839
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_in_employment,I8_written_job_contract,I10_DS_5.1.1,,1020880.9674733351,0.409608165843597
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_SDG_4.1.2,I7_unsafe_job,I8_written_job_contract,I10_DS_5.1.1,,841013.1858949004,0.3374397990563851
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_employment_term,I8_SDG_8.5.2,I10_DS_5.1.1,,1262523.730883575,0.5065625143557627
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_school_official,I7_employment_term,I8_default_on_bills,I10_DS_5.1.1,,1468237.1552528122,0.5891009308117336
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_school_official,I7_in_employment,I8_written_lease,I10_DS_5.1.1,,628166.8139319345,0.252039429371766
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_unsafe_job,I8_default_on_bills,I10_DS_5.1.1,,1098171.3017621874,0.4406193738827185
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_in_employment,I8_income_satisfaction,I10_DS_5.1.1,,607798.24889599,0.24386694812168605
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_lfs_pax,I8_written_job_contract,I10_DS_5.1.1,,688034.7127433529,0.2760602319984891
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_school_official,I7_job_satisfaction,I8_income_satisfaction,I10_DS_5.1.1,,985342.0243341883,0.39534887237153404
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_written_lease,I10_DS_5.1.1,,1171099.2775022928,0.46988027239424957
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_job_satisfaction,I8_default_on_bills,I10_DS_5.1.1,,956180.2197419767,0.3836482787937454
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_unsafe_job,I8_default_on_bills,I10_DS_5.1.1,,850949.7253842342,0.34142663772292614
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_SDG_8.5.2,I8_income_satisfaction,I10_DS_5.1.1,,1060018.5224613901,0.4253113306836045
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_school_official,I7_lfs_pax,I8_default_on_bills,I10_DS_5.1.1,,771319.8824216027,0.30947674840031114
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_school_official,I7_unsafe_job,I8_written_lease,I10_DS_5.1.1,,907284.9630561216,0.3640300303909823
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_lfs_pax,I8_SDG_8.5.2,I10_DS_5.1.1,,710702.1239624268,0.2851550795171445
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_school_official,I7_employment_term,I8_income_satisfaction,I10_DS_5.1.1,,1011528.8744641271,0.4058558246928149
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_SDG_8.5.2,I8_written_lease,I10_DS_5.1.1,,929263.405980932,0.3728484430966388
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_literate,I7_lfs_pax,I8_written_lease,I10_DS_5.1.1,,710772.335545033,0.28518325051698545
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_SDG_4.1.2,I7_job_satisfaction,I8_written_lease,I10_DS_5.1.1,,699234.8982892624,0.2805540834902281
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_SDG_4.1.2,I7_unsafe_job,I8_income_satisfaction,I10_DS_5.1.1,,844260.0934939345,0.33874255609533316
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_unsafe_job,I8_SDG_8.5.2,I10_DS_5.1.1,,1036641.9817742052,0.4159319590822859
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_literate,I7_in_employment,I8_default_on_bills,I10_DS_5.1.1,,880704.534035501,0.3533651623746661
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_school_official,I7_in_employment,I8_written_lease,I10_DS_5.1.1,,731973.3451411437,0.293689733575621
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I10_DS_5.1.1,,1018728.8054547588,0.408744653676053
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_job_satisfaction,I8_income_satisfaction,I10_DS_5.1.1,,1064955.7537044873,0.4272922964359938
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_lfs_pax,I8_SDG_8.5.2,I10_DS_5.1.1,,979081.6085469623,0.39283700516103
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_SDG_4.1.2,I7_in_employment,I8_default_on_bills,I10_DS_5.1.1,,753949.9074802856,0.3025073917337143
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_employment_term,I8_income_satisfaction,I10_DS_5.1.1,,951413.1516194561,0.38173558760610393
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_SDG_4.1.2,I7_employment_term,I8_written_job_contract,I10_DS_5.1.1,,1189953.463318409,0.4774451391286423
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_SDG_4.1.2,I7_employment_term,I8_written_lease,I10_DS_5.1.1,,1188417.6603256748,0.476828928750553
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_SDG_4.1.2,I7_employment_term,I8_income_satisfaction,I10_DS_5.1.1,,1137963.897771512,0.45658536089281565
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_SDG_8.5.2,I8_SDG_8.5.2,I10_DS_5.1.1,,1313300.6169879558,0.5269357291057064
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_literate,I7_in_employment,I8_default_on_bills,I10_DS_5.1.1,,1192998.102689797,0.4786667400677372
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_in_employment,I8_written_lease,I10_DS_5.1.1,,629756.0743579947,0.2526770884808171
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_literate,I7_lfs_pax,I8_written_job_contract,I10_DS_5.1.1,,794164.8328046674,0.3186428299743018
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_school_official,I7_SDG_8.5.2,I8_written_job_contract,I10_DS_5.1.1,,1000807.8556920972,0.40155422933047347
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_written_job_contract,I10_DS_5.1.1,,1144316.1965773704,0.45913409433545976
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_SDG_4.1.2,I7_job_satisfaction,I8_default_on_bills,I10_DS_5.1.1,,983391.944320061,0.3945664415854926
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_SDG_4.1.2,I7_in_employment,I8_written_lease,I10_DS_5.1.1,,978610.0051931208,0.3926477837033601
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_school_official,I7_lfs_pax,I8_written_lease,I10_DS_5.1.1,,707376.2987810795,0.2838206583692807
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_literate,I7_lfs_pax,I8_written_lease,I10_DS_5.1.1,,710772.335545033,0.28518325051698545
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_unsafe_job,I8_SDG_8.5.2,I10_DS_5.1.1,,1075281.0329898156,0.4314351092071572
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_unsafe_job,I8_written_lease,I10_DS_5.1.1,,1017036.3701871226,0.40806559771568846
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_SDG_8.5.2,I8_SDG_8.5.2,I10_DS_5.1.1,,838295.5445617136,0.33634939957067184
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_school_official,I7_lfs_pax,I8_written_job_contract,I10_DS_5.1.1,,812720.7952434578,0.3260880405151812
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_literate,I7_job_satisfaction,I8_SDG_8.5.2,I10_DS_5.1.1,,874421.0370147105,0.3508440342786651
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_literate,I7_unsafe_job,I8_written_lease,I10_DS_5.1.1,,951164.9495593865,0.381636001470381
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_job_satisfaction,I8_SDG_8.5.2,I10_DS_5.1.1,,866245.1240144733,0.3475636119426385
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_school_official,I7_in_employment,I8_default_on_bills,I10_DS_5.1.1,,879218.6417118692,0.3527689776589982
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_literate,I7_lfs_pax,I8_written_job_contract,I10_DS_5.1.1,,932950.3303393081,0.37432774810099817
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_job_satisfaction,I8_written_lease,I10_DS_5.1.1,,728045.3899974911,0.29211371976679323
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_in_employment,I8_written_lease,I10_DS_5.1.1,,980904.651137826,0.3935684647098808
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_school_official,I7_unsafe_job,I8_written_job_contract,I10_DS_5.1.1,,926950.0107742096,0.37192023932196944
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_literate,I7_lfs_pax,I8_default_on_bills,I10_DS_5.1.1,,1137893.4855819838,0.4565571094034407
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_in_employment,I8_income_satisfaction,I10_DS_5.1.1,,651953.2647650788,0.2615832692591989
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_literate,I7_lfs_pax,I8_written_job_contract,I10_DS_5.1.1,,737791.5807482658,0.2960241847911997
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_literate,I7_in_employment,I8_SDG_8.5.2,I10_DS_5.1.1,,725167.8040769262,0.2909591456993609
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_lfs_pax,I8_written_lease,I10_DS_5.1.1,,813315.961156513,0.3263268389900147
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_SDG_8.5.2,I8_written_job_contract,I10_DS_5.1.1,,1105888.593843432,0.4437157837046211
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_school_official,I7_employment_term,I8_default_on_bills,I10_DS_5.1.1,,1122112.2777323644,0.4502252139053027
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_school_official,I7_job_satisfaction,I8_written_job_contract,I10_DS_5.1.1,,822032.4845598737,0.329824170488534
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_school_official,I7_employment_term,I8_SDG_8.5.2,I10_DS_5.1.1,,991111.2823484406,0.39766367230295513
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_literate,I7_job_satisfaction,I8_SDG_8.5.2,I10_DS_5.1.1,,865014.1916815891,0.34706972484785004
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_school_official,I7_SDG_8.5.2,I8_income_satisfaction,I10_DS_5.1.1,,985637.5136426431,0.39546743157433917
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_employment_term,I8_SDG_8.5.2,I10_DS_5.1.1,,1095165.7504253597,0.4394134562393779
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_school_official,I7_unsafe_job,I8_default_on_bills,I10_DS_5.1.1,,855243.1129649057,0.3431492740225596
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_school_official,I7_in_employment,I8_written_job_contract,I10_DS_5.1.1,,799788.2218817096,0.32089910289843426
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_job_satisfaction,I8_SDG_8.5.2,I10_DS_5.1.1,,735423.5845347414,0.2950740734494759
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_SDG_8.5.2,I8_written_lease,I10_DS_5.1.1,,890968.0509219986,0.3574831942127833
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I10_DS_5.1.1,,984215.9354143566,0.3948970516091482
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_unsafe_job,I8_SDG_8.5.2,I10_DS_5.1.1,,832804.1564644963,0.33414608941199236
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_SDG_4.1.2,I7_unsafe_job,I8_default_on_bills,I10_DS_5.1.1,,1223371.2869613837,0.49085337562732223
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_literate,I7_in_employment,I8_default_on_bills,I10_DS_5.1.1,,752969.0539187787,0.3021138437677018
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_literate,I7_job_satisfaction,I8_default_on_bills,I10_DS_5.1.1,,987849.025380955,0.39635475663547093
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_school_official,I7_in_employment,I8_written_lease,I10_DS_5.1.1,,692799.7942264823,0.27797212608662225
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_SDG_4.1.2,I7_job_satisfaction,I8_written_lease,I10_DS_5.1.1,,858832.1333350785,0.34458929700059615
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_literate,I7_unsafe_job,I8_SDG_8.5.2,I10_DS_5.1.1,,707523.0353612704,0.28387953350104356
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_literate,I7_in_employment,I8_SDG_8.5.2,I10_DS_5.1.1,,670918.9360293553,0.26919286731036035
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_lfs_pax,I8_income_satisfaction,I10_DS_5.1.1,,614479.3373955536,0.24654760188381675
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_lfs_pax,I8_written_lease,I10_DS_5.1.1,,922612.4661931316,0.3701798859049423
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_in_employment,I8_SDG_8.5.2,I10_DS_5.1.1,,801833.2828601436,0.3217196429056477
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_employment_term,I8_SDG_8.5.2,I10_DS_5.1.1,,1365711.8349147434,0.5479646869652635
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_lfs_pax,I8_written_job_contract,I10_DS_5.1.1,,1068760.9501137717,0.42881905574637574
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_unsafe_job,I8_default_on_bills,I10_DS_5.1.1,,1196024.2661067252,0.47988092789789993
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_unsafe_job,I8_income_satisfaction,I10_DS_5.1.1,,767669.4660505923,0.3080120914991293
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_lfs_pax,I8_default_on_bills,I10_DS_5.1.1,,768598.2657137949,0.3083847538746677
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_SDG_4.1.2,I7_unsafe_job,I8_income_satisfaction,I10_DS_5.1.1,,896240.0730976255,0.35959848816227274
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_school_official,I7_SDG_8.5.2,I8_SDG_8.5.2,I10_DS_5.1.1,,1284072.1936080372,0.5152084060655095
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_SDG_4.1.2,I7_in_employment,I8_written_lease,I10_DS_5.1.1,,692555.4580413116,0.2778740910562458
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_school_official,I7_job_satisfaction,I8_income_satisfaction,I10_DS_5.1.1,,783369.1913853543,0.3143112937602275
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_literate,I7_in_employment,I8_written_job_contract,I10_DS_5.1.1,,852011.7151886413,0.34185273999124877
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_literate,I7_SDG_8.5.2,I8_written_lease,I10_DS_5.1.1,,1118886.260935309,0.448930838884782
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_employment_term,I8_written_job_contract,I10_DS_5.1.1,,951094.3991494098,0.38160769452280263
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_school_official,I7_SDG_8.5.2,I8_SDG_8.5.2,I10_DS_5.1.1,,994219.5709301512,0.39891081122064714
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_SDG_4.1.2,I7_job_satisfaction,I8_written_job_contract,I10_DS_5.1.1,,1101404.4015756235,0.4419165908225626
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_employment_term,I8_SDG_8.5.2,I10_DS_5.1.1,,852479.3539191769,0.3420403707227396
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_literate,I7_lfs_pax,I8_written_lease,I10_DS_5.1.1,,779187.164390942,0.31263333867901044
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_default_on_bills,I10_DS_5.1.1,,1484221.3230821742,0.5955142599614832
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_school_official,I7_unsafe_job,I8_SDG_8.5.2,I10_DS_5.1.1,,866451.8689780837,0.34764656424368046
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_literate,I7_unsafe_job,I8_written_job_contract,I10_DS_5.1.1,,1115534.9927780568,0.4475862092493216
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_SDG_4.1.2,I7_unsafe_job,I8_income_satisfaction,I10_DS_5.1.1,,1131925.337931563,0.4541625089647402
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_school_official,I7_lfs_pax,I8_written_job_contract,I10_DS_5.1.1,,866469.5062537667,0.3476536408494486
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_literate,I7_job_satisfaction,I8_default_on_bills,I10_DS_5.1.1,,953831.9792292626,0.38270609403370126
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_SDG_4.1.2,I7_unsafe_job,I8_written_job_contract,I10_DS_5.1.1,,977517.591322093,0.39220947438394826
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_literate,I7_SDG_8.5.2,I8_SDG_8.5.2,I10_DS_5.1.1,,1024509.3379446248,0.41106397726637667
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_income_satisfaction,I10_DS_5.1.1,,1385924.4668585588,0.5560746031662374
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_literate,I7_employment_term,I8_written_lease,I10_DS_5.1.1,,815397.331512455,0.32716194741215393
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_school_official,I7_unsafe_job,I8_income_satisfaction,I10_DS_5.1.1,,800246.0324681439,0.32108279028275016
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_literate,I7_in_employment,I8_written_job_contract,I10_DS_5.1.1,,725506.9829019158,0.2910952344509622
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_unsafe_job,I8_written_job_contract,I10_DS_5.1.1,,991819.1904035666,0.39794770631797227
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_literate,I7_employment_term,I8_written_job_contract,I10_DS_5.1.1,,1147102.456240345,0.46025202556003697
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_in_employment,I8_default_on_bills,I10_DS_5.1.1,,1087031.039926731,0.4361495655869165
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_literate,I7_lfs_pax,I8_SDG_8.5.2,I10_DS_5.1.1,,640309.4641370615,0.25691142604666956
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_in_employment,I8_income_satisfaction,I10_DS_5.1.1,,988807.4403817481,0.3967393015756744
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_school_official,I7_unsafe_job,I8_written_lease,I10_DS_5.1.1,,764891.1616683011,0.3068973521725631
