I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,Durable_Solutions,DS,DS_perc
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_toilet,I5_med_vac,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_birth,,2.060546875,0.002194405617678381
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_assets_num,I9_hlp_doc,I10_DS_5.1.1,,1.669921875,0.0017784045527156549
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_assets_num,I9_hlp_doc,I10_doc_birth,,0.5390625,5.740814696485623e-4
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_assets_num,I9_hlp_access,I10_doc_replace,,2.09375,0.002229765708200213
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_med_birth,I6_sec_school,I7_SDG_8.5.2,I8_assets_num,I9_hlp_doc,I10_doc_birth,,0.21875,2.3296059637912674e-4
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_med_birth,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_assets_num,I9_SDG_1.4.2,I10_DS_5.1.1,,33.291015625,0.03545369076144835
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,,0.94140625,0.0010025625665601703
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_doc_replace,,2.193359375,0.0023358459797657083
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_birth,,3.75390625,0.0039977702342918
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_vac,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_access,I10_doc_birth,,0.126953125,1.3520034611288605e-4
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_assets_num,I9_SDG_1.4.2,I10_doc_replace,,27.576171875,0.029367595181043663
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_overcrowd,I5_med_vac,I6_educ_child,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_doc_replace,,0.65625,6.988817891373802e-4
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_med_vac,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_access,I10_doc_replace,,0.11328125,1.2064030883919063e-4
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_med_vac,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_doc,I10_doc_replace,,0.025390625,2.704006922257721e-5
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_inadequat,I5_DS_2.1.8,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,,3.509765625,0.003737769568690096
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_med_birth,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_assets_num,I9_hlp_restored,I10_doc_birth,,0.07421875,7.9040202342918e-5
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_doc_replace,,0.458984375,4.888012513312034e-4
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_SDG_1.4.2,I10_doc_birth,,47.8984375,0.0510100505857295
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_toilet,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_assets_num,I9_hlp_doc,I10_DS_5.1.1,,1.384765625,0.0014747237752928647
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_med_birth,I6_sec_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_DS_5.1.1,,0.052734375,5.616014376996805e-5
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_restored,I10_doc_birth,,0.1171875,1.2480031948881789e-4
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_toilet,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_assets_num,I9_hlp_access,I10_DS_5.1.1,,0.779296875,8.29922124600639e-4
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_inadequat,I5_med_vac,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_doc,I10_doc_replace,,0.365234375,3.8896099574014907e-4
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_vac,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_access,I10_doc_replace,,0.109375,1.1648029818956337e-4
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_birth,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_assets_num,I9_SDG_1.4.2,I10_doc_birth,,29.75390625,0.031686801118210865
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_inadequat,I5_med_vac,I6_educ_child,I7_SDG_8.5.2,I8_assets_num,I9_hlp_doc,I10_doc_birth,,0.45703125,4.8672124600638976e-4
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_assets_num,I9_hlp_access,I10_DS_5.1.1,,1.58984375,0.001693124334398296
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_med_vac,I6_educ_child,I7_SDG_8.5.2,I8_assets_num,I9_hlp_restored,I10_doc_replace,,0.49609375,5.283213525026624e-4
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_med_vac,I6_sec_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,,0.416015625,4.430411341853035e-4
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_DS_2.1.8,I6_educ_child,I7_SDG_8.5.2,I8_assets_num,I9_hlp_doc,I10_DS_5.1.1,,2.34375,0.0024960063897763577
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_restored,I10_doc_replace,,0.16015625,1.705604366347178e-4
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_doc,I10_doc_birth,,0.2421875,2.579206602768903e-4
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_med_vac,I6_sec_school,I7_SDG_8.5.2,I8_assets_num,I9_SDG_1.4.2,I10_DS_5.1.1,,4.412109375,0.004698732028753994
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_restored,I10_DS_5.1.1,,0.330078125,3.515208998935037e-4
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_restored,I10_doc_birth,,0,0
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_doc,I10_DS_5.1.1,,0.33203125,3.536009052183174e-4
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_overcrowd,I5_med_vac,I6_educ_child,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_doc_birth,,0.7421875,7.9040202342918e-4
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_assets_num,I9_hlp_restored,I10_doc_replace,,1,0.0010649627263045794
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_overcrowd,I5_med_vac,I6_sec_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_SDG_1.4.2,I10_doc_birth,,4.21875,0.004492811501597444
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_vac,I6_educ_child,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_DS_5.1.1,,0.91015625,9.692824813631523e-4
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_toilet,I5_med_vac,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_doc,I10_doc_birth,,0.009765625,1.0400026624068158e-5
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_inadequat,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_restored,I10_doc_replace,,0.078125,8.320021299254526e-5
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_toilet,I5_med_vac,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_DS_5.1.1,,0.490234375,5.220813365282215e-4
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_med_birth,I6_sec_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_doc,I10_DS_5.1.1,,0.181640625,1.9344049520766772e-4
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_toilet,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_birth,,3.244140625,0.003454888844515442
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_vac,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_doc,I10_DS_5.1.1,,0.0234375,2.4960063897763577e-5
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_birth,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_restored,I10_doc_birth,,0.0859375,9.152023429179979e-5
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_med_vac,I6_curr_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_doc,I10_doc_replace,,0.208984375,2.2256056975505857e-4
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_vac,I6_sec_school,I7_SDG_8.5.2,I8_assets_num,I9_hlp_access,I10_DS_5.1.1,,0,0
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_toilet,I5_med_vac,I6_curr_school,I7_SDG_8.5.2,I8_assets_num,I9_SDG_1.4.2,I10_doc_birth,,18.703125,0.019918130990415336
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_SDG_1.4.2,I10_doc_birth,,23.318359375,0.024833183572949946
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_med_birth,I6_sec_school,I7_SDG_8.5.2,I8_assets_num,I9_hlp_restored,I10_DS_5.1.1,,0,0
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_vac,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_assets_num,I9_hlp_access,I10_DS_5.1.1,,0.572265625,6.094415601703941e-4
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_vac,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_SDG_1.4.2,I10_doc_birth,,21.390625,0.022780218317358894
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_vac,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,,2.197265625,0.0023400059904153353
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_inadequat,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_assets_num,I9_hlp_doc,I10_doc_replace,,1.0234375,0.001089922790202343
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_overcrowd,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,,1.888671875,0.002011365149094782
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_med_vac,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_SDG_1.4.2,I10_DS_5.1.1,,26.828125,0.028570953141640043
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_birth,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_doc_birth,,0.931640625,9.921625399361023e-4
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_med_vac,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,,1.306640625,0.0013915235623003196
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_assets_num,I9_hlp_access,I10_doc_replace,,2.2734375,0.002421126198083067
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_vac,I6_sec_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_doc,I10_DS_5.1.1,,0,0
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_toilet,I5_med_birth,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_access,I10_DS_5.1.1,,0.10546875,1.123202875399361e-4
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_doc_replace,,0.98046875,0.001044162673056443
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_med_birth,I6_sec_school,I7_SDG_8.5.2,I8_assets_num,I9_hlp_doc,I10_doc_birth,,0.20703125,2.2048056443024495e-4
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_vac,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_access,I10_doc_replace,,0.072265625,7.696019701810437e-5
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_vac,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_birth,,1.310546875,0.0013956835729499468
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_overcrowd,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_restored,I10_doc_replace,,0.890625,9.484824281150159e-4
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_overcrowd,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_doc_replace,,0.34375,3.6608093716719917e-4
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_med_vac,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_doc,I10_doc_birth,,0.142578125,1.518403887113951e-4
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_doc,I10_doc_replace,,0.0703125,7.488019169329073e-5
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_toilet,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_doc_birth,,1.61328125,0.0017180843982960597
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_DS_5.1.1,,2.12890625,0.002267205804046858
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_toilet,I5_med_birth,I6_sec_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_doc,I10_doc_replace,,0.13671875,1.4560037273695422e-4
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_vac,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_restored,I10_doc_birth,,0.099609375,1.060802715654952e-4
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,,1.021484375,0.0010878427848775294
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_restored,I10_doc_replace,,1.51953125,0.0016182441427050054
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_med_vac,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_doc_birth,,0.615234375,6.55201677316294e-4
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,,1.0390625,0.0011065628328008519
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_med_vac,I6_educ_child,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_SDG_1.4.2,I10_DS_5.1.1,,25.294921875,0.026938148961661343
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_vac,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_restored,I10_doc_birth,,0.083984375,8.944022896698616e-5
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_overcrowd,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_access,I10_doc_replace,,0.2578125,2.7456070287539935e-4
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,,1.98828125,0.002117445420660277
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_doc,I10_doc_birth,,0.35546875,3.7856096911608096e-4
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_inadequat,I5_med_vac,I6_curr_school,I7_SDG_8.5.2,I8_assets_num,I9_hlp_access,I10_doc_birth,,0.216796875,2.308805910543131e-4
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_inadequat,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_birth,,3.87109375,0.004122570553780618
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_overcrowd,I5_med_vac,I6_sec_school,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_doc,I10_DS_5.1.1,,0,0
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_doc,I10_doc_replace,,2.44140625,0.0026000066560170395
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_educ_child,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_access,I10_doc_replace,,2.306640625,0.002456486288604899
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_overcrowd,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_birth,,3.318359375,0.00353392904685836
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_assets_num,I9_hlp_doc,I10_DS_5.1.1,,1.048828125,0.0011169628594249201
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_overcrowd,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_restored,I10_DS_5.1.1,,0.009765625,1.0400026624068158e-5
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_med_birth,I6_sec_school,I7_SDG_8.5.2,I8_rent_problems,I9_hlp_restored,I10_DS_5.1.1,,0,0
I1_sec_saf,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_med_vac,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_birth,,2.72265625,0.0028995274227902024
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_SDG_1.4.2,I10_DS_5.1.1,,61.025390625,0.06498976637380191
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_vac,I6_curr_school,I7_SDG_8.5.2,I8_assets_num,I9_hlp_restored,I10_doc_replace,,0.365234375,3.8896099574014907e-4
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_toilet,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_assets_num,I9_hlp_doc,I10_doc_replace,,1.404296875,0.0014955238285410011
