I1,I3,I4,I5,I6,I7,I8,I9,I10,Durable_Solutions,DS,DS_perc
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_school_official,I7_employment_term,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,11339.812325643225,0.0045498739576008964
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_school_official,I7_unsafe_job,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,76369.16754843293,0.03064160822190371
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_job_satisfaction,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,10111.77850993523,0.004057149835129484
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_job_satisfaction,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,74050.86734717994,0.02971143641582106
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_school_official,I7_in_employment,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,9759.202767510436,0.003915685837095515
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_literate,I7_unsafe_job,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,97162.62693091723,0.0389845698702951
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,85311.7581199739,0.03422964467140762
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_literate,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,94221.42864747871,0.03780447260857094
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_literate,I7_job_satisfaction,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,85329.61464037733,0.03423680924475538
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_school_official,I7_employment_term,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,2430.423154048925,9.751589088958038e-4
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_job_satisfaction,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,10219.267598298073,0.004100277692083732
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_school_official,I7_unsafe_job,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,9789.513343966088,0.00392784735251527
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_in_employment,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,56338.682211958876,0.02260477472119051
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_literate,I7_in_employment,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,9136.727130806647,0.003665929879294074
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_lfs_pax,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,8939.036262523783,0.0035866103537652693
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_SDG_4.1.2,I7_employment_term,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,3048.746703936074,0.001223248924516349
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_literate,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,78949.08177331486,0.03167674744709971
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_SDG_4.1.2,I7_unsafe_job,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,13060.174283270451,0.005240134946396531
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_employment_term,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,10255.961633165192,0.004115000443117598
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_literate,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,73998.57388422903,0.029690454704801462
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_lfs_pax,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,81643.33882832516,0.032757764456698105
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_literate,I7_job_satisfaction,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,14061.718317481904,0.005641984552703022
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_literate,I7_unsafe_job,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,12996.810373769995,0.005214711439074812
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_unsafe_job,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,76307.10268471911,0.030616705930844184
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_lfs_pax,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,11001.59965402847,0.00441417285580834
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,10167.191936528432,0.00407938336945242
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_in_employment,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,83159.13385813496,0.033365947037956235
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_school_official,I7_lfs_pax,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,9826.7658823542115,0.003942794191968985
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_school_official,I7_employment_term,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,16916.45615334128,0.006787391280976876
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_in_employment,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,10207.264697799625,0.00409546176719668
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_in_employment,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,10126.172385800966,0.004062925091286269
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_literate,I7_lfs_pax,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,64377.84601206253,0.025830329162886682
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_literate,I7_SDG_8.5.2,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,10623.158335767803,0.004262330810368078
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_lfs_pax,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,71421.19834345455,0.02865633407606679
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,86207.40303245334,0.03458900436321952
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_school_official,I7_job_satisfaction,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,84151.40825208795,0.033764077385636825
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_literate,I7_in_employment,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,10281.340939427593,0.0041251833845375495
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_job_satisfaction,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,70793.95918100019,0.028404666848383935
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_school_official,I7_unsafe_job,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,68596.42166404621,0.027522948665391633
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_literate,I7_employment_term,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,10208.199629827077,0.004095836890061298
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_literate,I7_job_satisfaction,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,10528.446408840637,0.004224329535088976
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_unsafe_job,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,80514.94049264178,0.03230501708717453
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_job_satisfaction,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,70995.69205900194,0.028485608149849434
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_school_official,I7_job_satisfaction,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,8121.044082802421,0.0032584072751641155
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_school_official,I7_job_satisfaction,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,77705.1454551154,0.031177642762069697
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_literate,I7_lfs_pax,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,70919.691778771,0.02845511455032035
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_in_employment,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,13809.625189228673,0.005540837203329719
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_literate,I7_unsafe_job,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,12683.358312728093,0.005088945039372956
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_SDG_4.1.2,I7_job_satisfaction,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,93336.97822539968,0.03744960448318702
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_school_official,I7_lfs_pax,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,54935.92904649328,0.02204194793771179
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_in_employment,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,11174.31633261984,0.004483471984876741
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_school_official,I7_unsafe_job,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,12438.91129510658,0.00499086553968192
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_school_official,I7_SDG_8.5.2,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,83064.03519069897,0.03332779059074669
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,99971.72848636252,0.04011166594951982
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_in_employment,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,54029.71022929255,0.021678345677121853
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_literate,I7_in_employment,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,14618.836948813276,0.00586551731314005
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_literate,I7_unsafe_job,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,9515.95121447042,0.003818085993770069
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_job_satisfaction,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,73153.73724564494,0.0293514808214658
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_school_official,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,68827.71655194527,0.02761575113484683
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_literate,I7_SDG_8.5.2,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,93738.56417625035,0.037610732851721125
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_job_satisfaction,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,73054.15431441081,0.02931152515267408
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_employment_term,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,3376.4222087634776,0.001354722197895533
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_lfs_pax,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,66468.48633265831,0.02666915697380899
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_school_official,I7_in_employment,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,53247.06644478001,0.021364325438428897
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_literate,I7_lfs_pax,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,12963.531975482329,0.005201359144224453
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_in_employment,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,13775.571882189824,0.005527173991768813
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_SDG_4.1.2,I7_employment_term,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,16053.35056543875,0.0064410873454014
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_literate,I7_unsafe_job,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,9565.831397083275,0.003838099424094431
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_SDG_4.1.2,I7_in_employment,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,76431.00415168873,0.030666418927998363
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_job_satisfaction,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,78765.28217669246,0.03160300151779551
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_school_official,I7_employment_term,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,17328.388305077122,0.0069526708566576036
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,10452.165931824842,0.00419372351217776
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,71919.07271875281,0.02885609625812723
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_SDG_4.1.2,I7_employment_term,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,16377.055341848056,0.006570967443046859
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_SDG_4.1.2,I7_lfs_pax,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,65894.38646372939,0.02643881082982608
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_SDG_4.1.2,I7_in_employment,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,12606.457702631911,0.005058090200408027
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_lfs_pax,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,13784.768563293994,0.005530863976986434
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_school_official,I7_lfs_pax,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,13188.760491706053,0.005291727602806265
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_school_official,I7_employment_term,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,2795.4221406917195,0.0011216074863666457
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_employment_term,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,11674.65882422775,0.004684224449474417
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_job_satisfaction,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,14201.31035279169,0.005697993078056503
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_SDG_4.1.2,I7_lfs_pax,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,76094.55247171881,0.030531424389047792
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_school_official,I7_lfs_pax,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,43485.33501941963,0.01744762502770829
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_job_satisfaction,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,97962.57134653005,0.03930553164281884
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_school_official,I7_SDG_8.5.2,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,9986.783609417975,0.004006998119530953
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_literate,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,63867.20214643135,0.02562544347702837
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_literate,I7_employment_term,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,3804.8139894336423,0.0015266058720295223
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_school_official,I7_employment_term,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,9499.724375694896,0.0038115752977339453
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_SDG_4.1.2,I7_job_satisfaction,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,79483.94890626578,0.03189135223676514
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_SDG_4.1.2,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,77174.67837855726,0.030964803407441344
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_school_official,I7_lfs_pax,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,54664.895341955766,0.02193320105914849
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_employment_term,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,8640.669415415372,0.0034668965958576364
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_lfs_pax,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,46675.662666992066,0.018727680487451586
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_job_satisfaction,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,68250.7336778825,0.027384248242445036
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_SDG_4.1.2,I7_unsafe_job,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,70302.4617272138,0.028207463279136768
I1_SDG_16.1.4,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_literate,I7_job_satisfaction,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,87230.08379032426,0.03499933465913229
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_school_official,I7_employment_term,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,8143.339084163273,0.003267352700640605
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_SDG_4.1.2,I7_job_satisfaction,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,72702.37516038235,0.029170380769876703
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_school_official,I7_job_satisfaction,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,63515.00975674066,0.025484133291647677
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_SDG_4.1.2,I7_lfs_pax,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,61451.71003270777,0.024656275350835605
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_SDG_8.5.2,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,89611.41889657619,0.035954797966029815
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_SDG_8.5.2,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,97453.63449942385,0.03910133086416259
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_school_official,I7_employment_term,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,6648.451463066791,0.0026675588009315073
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_school_official,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,60926.55310422624,0.02444556658741555
I1_SDG_16.1.4,I3_DS_2.1.2,I4_sanitation,I5_DS_2.1.8,I6_SDG_4.1.2,I7_unsafe_job,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,76090.88288533458,0.03052995204056042
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_school_official,I7_lfs_pax,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,56561.941784661794,0.022694353180379736
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_health_insurance,I6_school_official,I7_lfs_pax,I8_written_job_contract,I9_SDG_1.4.2,I10_DS_5.1.1,,10207.2219428988,0.0040954446126438325
I1_natural_disaster,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_school_official,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,,70757.80351381803,0.028390160106666545
I1_SDG_16.1.4,I3_DS_2.1.2,I4_overcrowding,I5_DS_2.1.8,I6_school_official,I7_lfs_pax,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,,45903.27172911055,0.01841777399936915
I1_natural_disaster,I3_DS_2.1.2,I4_sanitation,I5_health_insurance,I6_school_official,I7_SDG_8.5.2,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,,86915.07521640342,0.03487294373962277
I1_natural_disaster,I3_DS_2.1.2,I4_water,I5_health_insurance,I6_school_official,I7_SDG_8.5.2,I8_written_lease,I9_SDG_1.4.2,I10_DS_5.1.1,,12400.637354547165,0.004975508882939705
