x,y,kappa
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,marital_status,adm1)",0.3281241612625532
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,marital_status,adm1)",0.06626939763728688
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,marital_status,adm1)",0.0254182793374786
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,marital_status,adm1)",0.028247908475016036
Pass/fail measure,"4: Comparison of homogenous cells (gender,marital_status,disp_dur)",0.01369207896958142
1: Full composite,"4: Comparison of homogenous cells (gender,marital_status,disp_dur)",0.0465399404524021
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,marital_status,disp_dur)",0.10807644071504592
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,marital_status,disp_dur)",0.09803039606374019
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,marital_status,disp_dur)",0.12017970285200713
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,marital_status,disp_dur)",0.2677907685151954
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,marital_status,disp_dur)",0.019540382453250422
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,marital_status,disp_dur)",0.054212127998380176
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,marital_status,disp_dur)",0.13503781171044185
Pass/fail measure,"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.006748649204792314
1: Full composite,"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.011370056547136513
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.023182731127537274
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.1993506824057533
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.023706228876670662
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.03971703429103188
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.12299687368568392
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.04592597144644259
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.04853163999471153
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.06976701292348557
Pass/fail measure,"4: Comparison of homogenous cells (gender,marital_status,peasant)",0.004551247121832369
1: Full composite,"4: Comparison of homogenous cells (gender,marital_status,peasant)",0.024536773802717453
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,marital_status,peasant)",0.05582167817289933
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.16192178542372027
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.050270898256909696
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.042781124294397
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.01220081844775286
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.08275732230730017
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.08912541944578137
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.14245649574339103
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.18396836822092774
Pass/fail measure,"4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.03078748752036762
1: Full composite,"4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.11745022986437081
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.27496764242740535
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.02813215725436658
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.24385405285161674
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.0855028193081405
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.02363921707813923
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.02169366963757564
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.24456502808563443
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.15588208110422228
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.031225736387139772
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.06329271273071954
Pass/fail measure,"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.017038998781504673
1: Full composite,"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.053262990698259245
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.12074684238287528
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.01448362279043852
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.3273189937813859
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.03928791247370758
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.02735427234139078
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.014088459613056104
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.2633658584997088
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.08210824885353353
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.022803199472285256
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.03701426598373276
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.25169373148638013
Pass/fail measure,"4: Comparison of homogenous cells (gender,adm1,peasant)",0.025175657833791464
1: Full composite,"4: Comparison of homogenous cells (gender,adm1,peasant)",0.07509126350112957
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,adm1,peasant)",0.17482597903719632
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.01321850143695487
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.29924335524943674
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.05912432178901554
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.0238070069455745
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.03984936955565366
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.22487889414332607
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.09330342998839311
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.028051435094569165
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.07275773282524339
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.2605696468564615
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.28837202282034513
Pass/fail measure,"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.005960686775770344
1: Full composite,"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.01981358867990007
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.044837107227947565
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.024073012051932866
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.05233162629873625
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.24612883999567517
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.06867343588181485
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.019494435463426395
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.055535066086150824
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.14907238688146174
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.08934504135747216
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.03515676615438715
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.08721537920584595
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.059487340254575624
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.04846317316825335
Pass/fail measure,"4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.006963158014452942
1: Full composite,"4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.032025620619703786
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.06852364748964956
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.028003491171934125
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.06075014143944226
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.16077110826398
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.006359541702727049
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.04366920999575599
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.05619678744584625
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.18974446506961104
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.028361220953430924
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.0875187818445671
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.09182631919616978
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.04795653927784639
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.07956045738994211
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.1690696123223489
Pass/fail measure,"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.0029440518472009717
1: Full composite,"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.01062129289507272
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.022873220020037714
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.013887485046840078
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.029017427569442523
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.03144772177562834
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.0883843522657434
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.17105982932825525
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.02299280372109963
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.022135899928678066
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.06601811701465563
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.07806740150196947
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.02098647009664888
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.021209753992176377
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.04418653142545436
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.042070927384510744
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.0495681870125659
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.016039818522203167
1: Full composite,"4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.08224976682544635
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.18738273213753132
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.05148321329964488
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.27525959303476494
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.07628199998315043
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.034095352104716675
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.04515449071289712
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.37556459259208935
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.12748998256754368
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.04181657788193438
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.06591939706440648
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.205881316180491
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.15270960308420214
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.1778277801892925
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.054416244161015294
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.057654087619611896
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.026897396974695485
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.009791690118362176
1: Full composite,"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.04850636788578403
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.09471184654377428
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.11457165032702843
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.09580522735581538
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.20733560762543168
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.01729802206950137
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.04717224102486362
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.10196255442092868
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.37024766262914505
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.04736920703566544
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.10435614888206332
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.11353470357721408
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.05576132751941486
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.07110872080571526
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.09196108205662566
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.10314659646556329
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.015451669130372516
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.1270802116017091
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.007286782852993752
1: Full composite,"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.013303763672226573
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.025614305652855312
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.16749349971396632
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.0321182145388284
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.028161198762725034
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.08348294575810136
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.04199003500473493
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.03128383250754191
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.049062564499807726
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.17852277576018175
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.07788302306583199
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.02063226033099555
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.016447233266867783
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.020313929446911475
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.0567724676533457
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.006280573466596919
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.04226514910222778
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.06415155542795342
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.08903017883433552
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.006339489427412612
1: Full composite,"4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.02281710448160098
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.048955977573437365
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.16254497820678698
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.0513940289560812
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.03702560441294843
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.014418052212428797
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.05988113996333712
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.0517946745405008
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.06705438952174397
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.030144430091116826
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.20718759977948722
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.04231477463075839
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.028047140525778527
