x,y,kappa
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,marital_status,disp_dur)",0.2681491819946805
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,marital_status,disp_dur)",0.020674517557823957
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,marital_status,disp_dur)",0.05528329974357116
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,marital_status,disp_dur)",0.1286663885870261
Pass/fail measure,"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.00374856843816727
1: Full composite,"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.010637661576057783
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.023648897831538073
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.1960056274490856
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.026849450078390534
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.039134213821971804
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.14331590020794982
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.05721939957693426
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.05361603810207798
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)",0.07948251158625941
Pass/fail measure,"4: Comparison of homogenous cells (gender,marital_status,peasant)",0.00667311408233018
1: Full composite,"4: Comparison of homogenous cells (gender,marital_status,peasant)",0.024023729856671564
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,marital_status,peasant)",0.057442567923915056
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.17023369926124055
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.05757629399588259
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.03842448021396244
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.013027201899720859
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.08493885036658569
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.08612063893363499
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.13745201693912854
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,marital_status,peasant)",0.1797932526566305
Pass/fail measure,"4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.030801471751794235
1: Full composite,"4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.11295086562276621
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.26052734874229827
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.029530302148619684
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.24916272173799364
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.08315858578758822
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.019869341032705917
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.02628241574285424
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.24755619919820518
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.14317641763890324
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.025874402006467588
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (gender,adm1,disp_dur)",0.0654400719810431
Pass/fail measure,"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.01942303152457947
1: Full composite,"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.04628197460475022
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.1205826648002002
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.01633093183390892
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.3283910466215466
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.04251528911539716
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.023109804978299765
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.016781610801747296
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.28133715814857124
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.08030614910944181
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.024260490879582954
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.040852651023591084
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (gender,adm1,ethnic_minority)",0.24135637308750535
Pass/fail measure,"4: Comparison of homogenous cells (gender,adm1,peasant)",0.022526858391165198
1: Full composite,"4: Comparison of homogenous cells (gender,adm1,peasant)",0.07087700621652206
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,adm1,peasant)",0.17885523979761153
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.017607281924943426
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.30400881595782153
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.0625389256623933
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.025989497619418413
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.04684959445849011
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.24042813842629407
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.09633049638431841
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.029007785812052555
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.07592359025605688
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.2484820430199378
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (gender,adm1,peasant)",0.2852963729864637
Pass/fail measure,"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.005303818358453696
1: Full composite,"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.019686985176533747
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.044615317991713
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.02745315470267748
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.06110794965281562
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.23690244829864668
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.07721299276802131
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.026236688997152105
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.060578964168966874
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.15693450331482842
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.08657152996483487
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.03925840067355635
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.09112436222754101
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.0628421246743576
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)",0.0573314945344397
Pass/fail measure,"4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.007910113606596703
1: Full composite,"4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.03137544029566663
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.06474162046846633
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.02944279920755472
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.06095183216964129
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.16334098556366605
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.005532651493252729
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.04833609154446884
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.05724844399428008
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.18745991722556277
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.026265669751636772
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.08548850848452635
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.09156717927601009
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.048097177814336076
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.08266797233183489
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (gender,disp_dur,peasant)",0.17812050739675903
Pass/fail measure,"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.005675431584584959
1: Full composite,"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.01100316900990434
2: Composite at criterion level,"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.021803655479895923
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.01844959159043037
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.025586095267789127
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.031017067412542093
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.10058180335574061
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.19980552149612377
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.024307826943777082
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.0217553101373247
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.08045780901918427
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.08044212840971614
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.018893233279148477
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.017504322623351234
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.046335837846773205
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.044137812821997684
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (gender,ethnic_minority,peasant)",0.04878234180466798
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.01696105556033144
1: Full composite,"4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.07706836345688618
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.19901299240799816
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.0581449881579371
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.2916435387796173
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.07984303073676494
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.030113615723857498
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.04885810151073233
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.3705089639868368
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.14185766450895387
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.04370576156339934
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.066758035148052855
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.20747305150074707
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.16075660450714013
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.19598425952686382
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.05349028613814458
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.060798294872481624
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,adm1)",0.02249478193505229
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.010335740818121912
1: Full composite,"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.04059035504249417
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.09959231806157459
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.11616142551965747
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.09615192423732946
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.21656483056740933
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.017359545900347714
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.05186411702732965
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.10394515106165603
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.37842346944406957
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.05114063675606558
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.09871446088664891
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.11019475370663857
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.0505895228394129
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.0658376585715097
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.1037569306150876
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.10462119508847112
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.01425000118043749
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)",0.12933719187726772
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.005315250570334842
1: Full composite,"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.012102715924279823
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.024617319969251986
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.1729547758019193
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.029724417972966204
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.02446623273379483
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.08641386220752041
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.05602931094042191
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.03704253921557258
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.049086587892547336
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.18565770162089335
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.07391344046709485
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.01845271643972861
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.015426379997866774
"4: Comparison of homogenous cells (gender,adm1,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.022632380052067243
"4: Comparison of homogenous cells (gender,disp_dur,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.05020682052738063
"4: Comparison of homogenous cells (gender,disp_dur,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.0043938376430001595
"4: Comparison of homogenous cells (gender,ethnic_minority,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.04434442710009105
"4: Comparison of homogenous cells (agegrp,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.06597162239944084
"4: Comparison of homogenous cells (agegrp,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,ethnic_minority)",0.08242926465822305
Pass/fail measure,"4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.004892784912133905
1: Full composite,"4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.02338069779154348
2: Composite at criterion level,"4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.05283046906713013
"4: Comparison of homogenous cells (gender,agegrp,marital_status)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.1531820417401306
"4: Comparison of homogenous cells (gender,agegrp,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.05151375063027301
"4: Comparison of homogenous cells (gender,agegrp,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.038674270299732874
"4: Comparison of homogenous cells (gender,agegrp,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.014122647572624884
"4: Comparison of homogenous cells (gender,agegrp,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.05764077480571407
"4: Comparison of homogenous cells (gender,marital_status,adm1)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.050462806712265496
"4: Comparison of homogenous cells (gender,marital_status,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.06763830231629364
"4: Comparison of homogenous cells (gender,marital_status,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.031074400462854958
"4: Comparison of homogenous cells (gender,marital_status,peasant)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.217357247225506
"4: Comparison of homogenous cells (gender,adm1,disp_dur)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.04498434526203211
"4: Comparison of homogenous cells (gender,adm1,ethnic_minority)","4: Comparison of homogenous cells (agegrp,marital_status,peasant)",0.027011770484555574
