I1,I3,I4,I5,I6,I7,I8,I9,I10,DS,DS_perc,metric,I7_Index_1,I7_Index_2,I7_Index_3,cell_1,cell_2,cell_3
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_lfs_pax,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,397331.666436302,0.15685798110268934,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_job_satisfaction,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,328408.11944135977,0.12964844975818432,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_unsafe_job,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,304157.21396660176,0.12007471478055065,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_lfs_pax,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,393759.4651113635,0.15544775298533883,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_lfs_pax,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,338401.9795044748,0.13359381038595178,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_job_satisfaction,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,237908.66957834514,0.09392121683024379,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_job_satisfaction,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,282255.7609484115,0.1114284930120688,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_SDG_8.5.2,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,434039.688156661,0.17134951717624883,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,448152.83550261334,0.17692108367017126,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,331288.7056815018,0.13078564314141872,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,385431.02416753356,0.15215986394317113,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,450641.5116932118,0.17790355940983946,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_job_satisfaction,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,392155.50653203117,0.15481454469669934,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_unsafe_job,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,255343.033954637,0.10080392824965241,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,387637.55476337246,0.15303095468106503,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_unsafe_job,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,427405.2914542889,0.16873040030116518,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_SDG_8.5.2,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,468985.678180614,0.18514544110035108,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_SDG_8.5.2,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,281782.18867236754,0.11124153688095366,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,338334.52333609725,0.13356718014406965,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_unsafe_job,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,302455.9427045079,0.11940308954143106,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_unsafe_job,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,550410.1088601332,0.2172900519826876,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_lfs_pax,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,174849.74560154055,0.0690269122956334,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_job_satisfaction,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,323102.15837353846,0.12755377064948722,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_in_employment,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,204173.54847562386,0.08060331786717206,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_job_satisfaction,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,235342.7699827413,0.09290825495411519,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_lfs_pax,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,196339.75754041338,0.0775107059908049,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_lfs_pax,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,316713.68751259655,0.125031739997945,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_in_employment,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,249338.34665108597,0.09843340707766582,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,446457.31666870625,0.17625172936575945,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_job_satisfaction,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,293872.3781710487,0.1160144832029053,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_job_satisfaction,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,407434.83707207144,0.16084649518936314,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_unsafe_job,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,229884.50507271293,0.09075344957001434,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_job_satisfaction,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,238667.4492934746,0.09422076671330343,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,306378.84698173974,0.12095176762819095,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_lfs_pax,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,358423.861213435,0.14149801789831185,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,341454.6417888293,0.13479893568393486,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_job_satisfaction,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,357328.3314904212,0.14106552636766892,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_in_employment,I8_default_on_bills,I9_SDG_1.4.2,I10_DS_5.1.1,328803.82794296846,0.12980466694878537,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_SDG_8.5.2,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,383189.3476427306,0.15127489834976743,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_literate,I7_lfs_pax,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,258630.24997678277,0.10210165030968071,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_unsafe_job,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,398343.10671214614,0.15725727593135935,Pass/fail,NA,NA,NA,NA,NA,NA
I1_natural_disaster,I3_DS_2.1.2,I4_SDG_11.1.1,I5_health_insurance,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,452391.4657609481,0.1785944035717194,Pass/fail,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_literate,I7_job_satisfaction,I8_income_satisfaction,I9_SDG_1.4.2,I10_DS_5.1.1,240721.62152192986,0.09503170965042862,Pass/fail,NA,NA,NA,NA,NA,NA
