I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,DS,DS_perc,metric,I4_Index_1,I4_Index_2,I4_Index_3,I6_Index_1,I6_Index_2,I6_Index_3,cell_1,cell_2,cell_3
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_DS_2.1.8,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,31,0.03301384451544196,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,4,0.004259850905218318,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_bath,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_med_birth,I6_sec_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,10,0.010649627263045794,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_bath,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,7,0.007454739084132056,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,3,0.003194888178913738,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,6,0.006389776357827476,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_bath,I5_DS_2.1.8,I6_educ_child,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_DS_2.1.8,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,10,0.010649627263045794,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_med_birth,I6_sec_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_bath,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_bath,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,9,0.009584664536741214,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,5,0.005324813631522897,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_birth,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,26,0.027689030883919063,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_bath,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,4,0.004259850905218318,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_educ_child,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_bath,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,2,0.002129925452609159,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_med_birth,I6_sec_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,1,0.0010649627263045794,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_med_birth,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,2,0.002129925452609159,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,11,0.011714589989350373,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,8,0.008519701810436636,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_DS_2.1.8,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,38,0.04046858359957402,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,1,0.0010649627263045794,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_DS_2.1.8,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,10,0.010649627263045794,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_bath,I5_DS_2.1.8,I6_sec_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,3,0.003194888178913738,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,4,0.004259850905218318,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_med_birth,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_med_birth,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_doc_replace,3,0.003194888178913738,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_bath,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_bath,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,32,0.03407880724174654,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,3,0.003194888178913738,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_med_birth,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,26,0.027689030883919063,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_bath,I5_med_birth,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_bath,I5_med_birth,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,3,0.003194888178913738,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_bath,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,18,0.019169329073482427,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,2,0.002129925452609159,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_DS_5.1.1,12,0.012779552715654952,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_DS_2.1.8,I6_educ_child,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,3,0.003194888178913738,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_bath,I5_med_birth,I6_sec_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_elect,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,6,0.006389776357827476,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_water,I5_DS_2.1.8,I6_curr_school,I7_SDG_8.5.2,I8_rent_problems,I9_SDG_1.4.2,I10_doc_replace,32,0.03407880724174654,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_meals,I4_SDG_11.1.1,I5_med_birth,I6_sec_school,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_doc_replace,0,0,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_meals,I4_hous_elect,I5_med_birth,I6_educ_child,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_doc_replace,3,0.003194888178913738,Pass/fail,NA,NA,NA,NA,NA,NA,NA,NA,NA
